no,hora,func,valor,unidade,auto
45550,21:11:01,DC,0,015,A,A
45551,21:11:02,DC,0,015,A,A
45552,21:11:03,DC,0,015,A,A
45553,21:11:04,DC,0,015,A,A
45554,21:11:05,DC,0,015,A,A
45555,21:11:06,DC,0,015,A,A
45556,21:11:07,DC,0,015,A,A
45557,21:11:08,DC,0,015,A,A
45558,21:11:09,DC,0,015,A,A
45559,21:11:10,DC,0,015,A,A
45560,21:11:11,DC,0,015,A,A
45561,21:11:12,DC,0,015,A,A
45562,21:11:13,DC,0,015,A,A
45563,21:11:14,DC,0,015,A,A
45564,21:11:15,DC,0,015,A,A
45565,21:11:16,DC,0,014,A,A
45566,21:11:17,DC,0,014,A,A
45567,21:11:18,DC,0,015,A,A
45568,21:11:19,DC,0,015,A,A
45569,21:11:20,DC,0,014,A,A
45570,21:11:21,DC,0,014,A,A
45571,21:11:22,DC,0,014,A,A
45572,21:11:23,DC,0,015,A,A
45573,21:11:24,DC,0,015,A,A
45574,21:11:25,DC,0,015,A,A
45575,21:11:26,DC,0,015,A,A
45576,21:11:27,DC,0,015,A,A
45577,21:11:28,DC,0,015,A,A
45578,21:11:29,DC,0,015,A,A
45579,21:11:30,DC,0,015,A,A
45580,21:11:31,DC,0,015,A,A
45581,21:11:32,DC,0,015,A,A
45582,21:11:33,DC,0,015,A,A
45583,21:11:34,DC,0,015,A,A
45584,21:11:35,DC,0,015,A,A
45585,21:11:36,DC,0,015,A,A
45586,21:11:37,DC,0,015,A,A
45587,21:11:38,DC,0,015,A,A
45588,21:11:39,DC,0,015,A,A
45589,21:11:40,DC,0,015,A,A
45590,21:11:41,DC,0,015,A,A
45591,21:11:42,DC,0,015,A,A
45592,21:11:43,DC,0,014,A,A
45593,21:11:44,DC,0,015,A,A
45594,21:11:45,DC,0,015,A,A
45595,21:11:46,DC,0,015,A,A
45596,21:11:47,DC,0,015,A,A
45597,21:11:48,DC,0,015,A,A
45598,21:11:49,DC,0,015,A,A
45599,21:11:50,DC,0,015,A,A
45600,21:11:51,DC,0,016,A,A
45601,21:11:52,DC,0,017,A,A
45602,21:11:53,DC,0,019,A,A
45603,21:11:54,DC,0,019,A,A
45604,21:11:55,DC,0,019,A,A
45605,21:11:56,DC,0,019,A,A
45606,21:11:57,DC,0,019,A,A
45607,21:11:58,DC,0,019,A,A
45608,21:11:59,DC,0,019,A,A
45609,21:12:00,DC,0,019,A,A
45610,21:12:01,DC,0,019,A,A
45611,21:12:02,DC,0,019,A,A
45612,21:12:03,DC,0,019,A,A
45613,21:12:04,DC,0,019,A,A
45614,21:12:05,DC,0,019,A,A
45615,21:12:06,DC,0,019,A,A
45616,21:12:07,DC,0,019,A,A
45617,21:12:08,DC,0,019,A,A
45618,21:12:09,DC,0,019,A,A
45619,21:12:10,DC,0,019,A,A
45620,21:12:11,DC,0,019,A,A
45621,21:12:12,DC,0,019,A,A
45622,21:12:13,DC,0,019,A,A
45623,21:12:14,DC,0,019,A,A
45624,21:12:15,DC,0,019,A,A
45625,21:12:16,DC,0,019,A,A
45626,21:12:17,DC,0,019,A,A
45627,21:12:18,DC,0,019,A,A
45628,21:12:19,DC,0,019,A,A
45629,21:12:20,DC,0,019,A,A
45630,21:12:21,DC,0,019,A,A
45631,21:12:22,DC,0,019,A,A
45632,21:12:23,DC,0,019,A,A
45633,21:12:24,DC,0,019,A,A
45634,21:12:25,DC,0,019,A,A
45635,21:12:26,DC,0,019,A,A
45636,21:12:27,DC,0,019,A,A
45637,21:12:28,DC,0,019,A,A
45638,21:12:29,DC,0,019,A,A
45639,21:12:30,DC,0,019,A,A
45640,21:12:31,DC,0,019,A,A
45641,21:12:32,DC,0,019,A,A
45642,21:12:33,DC,0,019,A,A
45643,21:12:34,DC,0,019,A,A
45644,21:12:35,DC,0,019,A,A
45645,21:12:36,DC,0,019,A,A
45646,21:12:37,DC,0,019,A,A
45647,21:12:38,DC,0,019,A,A
45648,21:12:39,DC,0,019,A,A
45649,21:12:40,DC,0,019,A,A
45650,21:12:41,DC,0,019,A,A
45651,21:12:42,DC,0,019,A,A
45652,21:12:43,DC,0,019,A,A
45653,21:12:44,DC,0,019,A,A
45654,21:12:45,DC,0,019,A,A
45655,21:12:46,DC,0,019,A,A
45656,21:12:47,DC,0,019,A,A
45657,21:12:48,DC,0,02,A,A
45658,21:12:49,DC,0,019,A,A
45659,21:12:50,DC,0,019,A,A
45660,21:12:51,DC,0,017,A,A
45661,21:12:52,DC,0,015,A,A
45662,21:12:53,DC,0,014,A,A
45663,21:12:54,DC,0,014,A,A
45664,21:12:55,DC,0,015,A,A
45665,21:12:56,DC,0,014,A,A
45666,21:12:57,DC,0,014,A,A
45667,21:12:58,DC,0,015,A,A
45668,21:12:59,DC,0,015,A,A
45669,21:13:00,DC,0,015,A,A
45670,21:13:01,DC,0,015,A,A
45671,21:13:02,DC,0,015,A,A
45672,21:13:03,DC,0,015,A,A
45673,21:13:04,DC,0,015,A,A
45674,21:13:05,DC,0,015,A,A
45675,21:13:06,DC,0,015,A,A
45676,21:13:07,DC,0,015,A,A
45677,21:13:08,DC,0,015,A,A
45678,21:13:09,DC,0,015,A,A
45679,21:13:10,DC,0,015,A,A
45680,21:13:11,DC,0,015,A,A
45681,21:13:12,DC,0,015,A,A
45682,21:13:13,DC,0,015,A,A
45683,21:13:14,DC,0,015,A,A
45684,21:13:15,DC,0,015,A,A
45685,21:13:16,DC,0,015,A,A
45686,21:13:17,DC,0,014,A,A
45687,21:13:18,DC,0,015,A,A
45688,21:13:19,DC,0,015,A,A
45689,21:13:20,DC,0,015,A,A
45690,21:13:21,DC,0,015,A,A
45691,21:13:22,DC,0,015,A,A
45692,21:13:23,DC,0,015,A,A
45693,21:13:24,DC,0,015,A,A
45694,21:13:25,DC,0,015,A,A
45695,21:13:26,DC,0,015,A,A
45696,21:13:27,DC,0,015,A,A
45697,21:13:28,DC,0,015,A,A
45698,21:13:29,DC,0,015,A,A
45699,21:13:30,DC,0,014,A,A
45700,21:13:31,DC,0,014,A,A
45701,21:13:32,DC,0,015,A,A
45702,21:13:33,DC,0,015,A,A
45703,21:13:34,DC,0,015,A,A
45704,21:13:35,DC,0,015,A,A
45705,21:13:36,DC,0,015,A,A
45706,21:13:37,DC,0,015,A,A
45707,21:13:38,DC,0,015,A,A
45708,21:13:39,DC,0,015,A,A
45709,21:13:40,DC,0,015,A,A
45710,21:13:41,DC,0,015,A,A
45711,21:13:42,DC,0,015,A,A
45712,21:13:43,DC,0,015,A,A
45713,21:13:44,DC,0,015,A,A
45714,21:13:45,DC,0,015,A,A
45715,21:13:46,DC,0,015,A,A
45716,21:13:47,DC,0,015,A,A
45717,21:13:48,DC,0,015,A,A
45718,21:13:49,DC,0,015,A,A
45719,21:13:50,DC,0,015,A,A
45720,21:13:51,DC,0,017,A,A
45721,21:13:52,DC,0,019,A,A
45722,21:13:53,DC,0,019,A,A
45723,21:13:54,DC,0,02,A,A
45724,21:13:55,DC,0,02,A,A
45725,21:13:56,DC,0,019,A,A
45726,21:13:57,DC,0,019,A,A
45727,21:13:58,DC,0,019,A,A
45728,21:13:59,DC,0,019,A,A
45729,21:14:00,DC,0,019,A,A
45730,21:14:01,DC,0,019,A,A
45731,21:14:02,DC,0,019,A,A
45732,21:14:03,DC,0,019,A,A
45733,21:14:04,DC,0,019,A,A
45734,21:14:05,DC,0,019,A,A
45735,21:14:06,DC,0,019,A,A
45736,21:14:07,DC,0,02,A,A
45737,21:14:08,DC,0,019,A,A
45738,21:14:09,DC,0,019,A,A
45739,21:14:10,DC,0,019,A,A
45740,21:14:11,DC,0,019,A,A
45741,21:14:12,DC,0,019,A,A
45742,21:14:13,DC,0,019,A,A
45743,21:14:14,DC,0,019,A,A
45744,21:14:15,DC,0,019,A,A
45745,21:14:16,DC,0,019,A,A
45746,21:14:17,DC,0,019,A,A
45747,21:14:18,DC,0,019,A,A
45748,21:14:19,DC,0,019,A,A
45749,21:14:20,DC,0,019,A,A
45750,21:14:21,DC,0,019,A,A
45751,21:14:22,DC,0,019,A,A
45752,21:14:23,DC,0,019,A,A
45753,21:14:24,DC,0,019,A,A
45754,21:14:25,DC,0,019,A,A
45755,21:14:26,DC,0,019,A,A
45756,21:14:27,DC,0,019,A,A
45757,21:14:28,DC,0,019,A,A
45758,21:14:29,DC,0,019,A,A
45759,21:14:30,DC,0,019,A,A
45760,21:14:31,DC,0,019,A,A
45761,21:14:32,DC,0,019,A,A
45762,21:14:33,DC,0,019,A,A
45763,21:14:34,DC,0,019,A,A
45764,21:14:35,DC,0,019,A,A
45765,21:14:36,DC,0,019,A,A
45766,21:14:37,DC,0,019,A,A
45767,21:14:38,DC,0,019,A,A
45768,21:14:39,DC,0,019,A,A
45769,21:14:40,DC,0,019,A,A
45770,21:14:41,DC,0,019,A,A
45771,21:14:42,DC,0,019,A,A
45772,21:14:43,DC,0,019,A,A
45773,21:14:44,DC,0,019,A,A
45774,21:14:45,DC,0,019,A,A
45775,21:14:46,DC,0,019,A,A
45776,21:14:47,DC,0,019,A,A
45777,21:14:48,DC,0,019,A,A
45778,21:14:49,DC,0,019,A,A
45779,21:14:50,DC,0,019,A,A
45780,21:14:51,DC,0,018,A,A
45781,21:14:52,DC,0,015,A,A
45782,21:14:53,DC,0,015,A,A
45783,21:14:54,DC,0,015,A,A
45784,21:14:55,DC,0,015,A,A
45785,21:14:56,DC,0,015,A,A
45786,21:14:57,DC,0,015,A,A
45787,21:14:58,DC,0,015,A,A
45788,21:14:59,DC,0,015,A,A
45789,21:15:00,DC,0,015,A,A
45790,21:15:01,DC,0,014,A,A
45791,21:15:02,DC,0,014,A,A
45792,21:15:03,DC,0,014,A,A
45793,21:15:04,DC,0,015,A,A
45794,21:15:05,DC,0,015,A,A
45795,21:15:06,DC,0,015,A,A
45796,21:15:07,DC,0,015,A,A
45797,21:15:08,DC,0,014,A,A
45798,21:15:09,DC,0,014,A,A
45799,21:15:10,DC,0,014,A,A
45800,21:15:11,DC,0,015,A,A
45801,21:15:12,DC,0,015,A,A
45802,21:15:13,DC,0,015,A,A
45803,21:15:14,DC,0,015,A,A
45804,21:15:15,DC,0,015,A,A
45805,21:15:16,DC,0,015,A,A
45806,21:15:17,DC,0,015,A,A
45807,21:15:18,DC,0,015,A,A
45808,21:15:19,DC,0,015,A,A
45809,21:15:20,DC,0,015,A,A
45810,21:15:21,DC,0,015,A,A
45811,21:15:22,DC,0,015,A,A
45812,21:15:23,DC,0,015,A,A
45813,21:15:24,DC,0,015,A,A
45814,21:15:25,DC,0,015,A,A
45815,21:15:26,DC,0,015,A,A
45816,21:15:27,DC,0,015,A,A
45817,21:15:28,DC,0,015,A,A
45818,21:15:29,DC,0,014,A,A
45819,21:15:30,DC,0,014,A,A
45820,21:15:31,DC,0,014,A,A
45821,21:15:32,DC,0,015,A,A
45822,21:15:33,DC,0,015,A,A
45823,21:15:34,DC,0,015,A,A
45824,21:15:35,DC,0,015,A,A
45825,21:15:36,DC,0,015,A,A
45826,21:15:37,DC,0,015,A,A
45827,21:15:38,DC,0,015,A,A
45828,21:15:39,DC,0,015,A,A
45829,21:15:40,DC,0,015,A,A
45830,21:15:41,DC,0,015,A,A
45831,21:15:42,DC,0,015,A,A
45832,21:15:43,DC,0,015,A,A
45833,21:15:44,DC,0,015,A,A
45834,21:15:45,DC,0,015,A,A
45835,21:15:46,DC,0,015,A,A
45836,21:15:47,DC,0,015,A,A
45837,21:15:48,DC,0,015,A,A
45838,21:15:49,DC,0,015,A,A
45839,21:15:50,DC,0,016,A,A
45840,21:15:51,DC,0,016,A,A
45841,21:15:52,DC,0,019,A,A
45842,21:15:53,DC,0,019,A,A
45843,21:15:54,DC,0,019,A,A
45844,21:15:55,DC,0,019,A,A
45845,21:15:56,DC,0,019,A,A
45846,21:15:57,DC,0,02,A,A
45847,21:15:58,DC,0,019,A,A
45848,21:15:59,DC,0,019,A,A
45849,21:16:00,DC,0,019,A,A
45850,21:16:01,DC,0,019,A,A
45851,21:16:02,DC,0,019,A,A
45852,21:16:03,DC,0,019,A,A
45853,21:16:04,DC,0,019,A,A
45854,21:16:05,DC,0,019,A,A
45855,21:16:06,DC,0,019,A,A
45856,21:16:07,DC,0,019,A,A
45857,21:16:08,DC,0,019,A,A
45858,21:16:09,DC,0,019,A,A
45859,21:16:10,DC,0,019,A,A
45860,21:16:11,DC,0,019,A,A
45861,21:16:12,DC,0,02,A,A
45862,21:16:13,DC,0,02,A,A
45863,21:16:14,DC,0,019,A,A
45864,21:16:15,DC,0,019,A,A
45865,21:16:16,DC,0,019,A,A
45866,21:16:17,DC,0,019,A,A
45867,21:16:18,DC,0,019,A,A
45868,21:16:19,DC,0,019,A,A
45869,21:16:20,DC,0,019,A,A
45870,21:16:21,DC,0,019,A,A
45871,21:16:22,DC,0,019,A,A
45872,21:16:23,DC,0,019,A,A
45873,21:16:24,DC,0,019,A,A
45874,21:16:25,DC,0,019,A,A
45875,21:16:26,DC,0,019,A,A
45876,21:16:27,DC,0,019,A,A
45877,21:16:28,DC,0,019,A,A
45878,21:16:29,DC,0,019,A,A
45879,21:16:30,DC,0,019,A,A
45880,21:16:31,DC,0,019,A,A
45881,21:16:32,DC,0,019,A,A
45882,21:16:33,DC,0,019,A,A
45883,21:16:34,DC,0,019,A,A
45884,21:16:35,DC,0,019,A,A
45885,21:16:36,DC,0,019,A,A
45886,21:16:37,DC,0,019,A,A
45887,21:16:38,DC,0,019,A,A
45888,21:16:39,DC,0,019,A,A
45889,21:16:40,DC,0,019,A,A
45890,21:16:41,DC,0,019,A,A
45891,21:16:42,DC,0,019,A,A
45892,21:16:43,DC,0,019,A,A
45893,21:16:44,DC,0,019,A,A
45894,21:16:45,DC,0,019,A,A
45895,21:16:46,DC,0,019,A,A
45896,21:16:47,DC,0,019,A,A
45897,21:16:48,DC,0,019,A,A
45898,21:16:49,DC,0,019,A,A
45899,21:16:50,DC,0,019,A,A
45900,21:16:51,DC,0,017,A,A
45901,21:16:52,DC,0,015,A,A
45902,21:16:53,DC,0,015,A,A
45903,21:16:54,DC,0,015,A,A
45904,21:16:55,DC,0,015,A,A
45905,21:16:56,DC,0,015,A,A
45906,21:16:57,DC,0,015,A,A
45907,21:16:58,DC,0,015,A,A
45908,21:16:59,DC,0,015,A,A
45909,21:17:00,DC,0,015,A,A
45910,21:17:01,DC,0,015,A,A
45911,21:17:02,DC,0,015,A,A
45912,21:17:03,DC,0,015,A,A
45913,21:17:04,DC,0,015,A,A
45914,21:17:05,DC,0,015,A,A
45915,21:17:06,DC,0,015,A,A
45916,21:17:07,DC,0,015,A,A
45917,21:17:08,DC,0,015,A,A
45918,21:17:09,DC,0,015,A,A
45919,21:17:10,DC,0,015,A,A
45920,21:17:11,DC,0,015,A,A
45921,21:17:12,DC,0,015,A,A
45922,21:17:13,DC,0,015,A,A
45923,21:17:14,DC,0,015,A,A
45924,21:17:15,DC,0,015,A,A
45925,21:17:16,DC,0,015,A,A
45926,21:17:17,DC,0,015,A,A
45927,21:17:18,DC,0,015,A,A
45928,21:17:19,DC,0,015,A,A
45929,21:17:20,DC,0,015,A,A
45930,21:17:21,DC,0,015,A,A
45931,21:17:22,DC,0,015,A,A
45932,21:17:23,DC,0,015,A,A
45933,21:17:24,DC,0,015,A,A
45934,21:17:25,DC,0,015,A,A
45935,21:17:26,DC,0,014,A,A
45936,21:17:27,DC,0,015,A,A
45937,21:17:28,DC,0,015,A,A
45938,21:17:29,DC,0,015,A,A
45939,21:17:30,DC,0,015,A,A
45940,21:17:31,DC,0,015,A,A
45941,21:17:32,DC,0,015,A,A
45942,21:17:33,DC,0,015,A,A
45943,21:17:34,DC,0,015,A,A
45944,21:17:35,DC,0,015,A,A
45945,21:17:36,DC,0,015,A,A
45946,21:17:37,DC,0,015,A,A
45947,21:17:38,DC,0,015,A,A
45948,21:17:39,DC,0,015,A,A
45949,21:17:40,DC,0,015,A,A
45950,21:17:41,DC,0,015,A,A
45951,21:17:42,DC,0,014,A,A
45952,21:17:43,DC,0,014,A,A
45953,21:17:44,DC,0,014,A,A
45954,21:17:45,DC,0,015,A,A
45955,21:17:46,DC,0,015,A,A
45956,21:17:47,DC,0,015,A,A
45957,21:17:48,DC,0,015,A,A
45958,21:17:49,DC,0,015,A,A
45959,21:17:50,DC,0,015,A,A
45960,21:17:51,DC,0,017,A,A
45961,21:17:52,DC,0,019,A,A
45962,21:17:53,DC,0,019,A,A
45963,21:17:54,DC,0,019,A,A
45964,21:17:55,DC,0,019,A,A
45965,21:17:56,DC,0,019,A,A
45966,21:17:57,DC,0,019,A,A
45967,21:17:58,DC,0,019,A,A
45968,21:17:59,DC,0,019,A,A
45969,21:18:00,DC,0,019,A,A
45970,21:18:01,DC,0,019,A,A
45971,21:18:02,DC,0,019,A,A
45972,21:18:03,DC,0,019,A,A
45973,21:18:04,DC,0,019,A,A
45974,21:18:05,DC,0,019,A,A
45975,21:18:06,DC,0,019,A,A
45976,21:18:07,DC,0,019,A,A
45977,21:18:08,DC,0,019,A,A
45978,21:18:09,DC,0,019,A,A
45979,21:18:10,DC,0,019,A,A
45980,21:18:11,DC,0,019,A,A
45981,21:18:12,DC,0,019,A,A
45982,21:18:13,DC,0,019,A,A
45983,21:18:14,DC,0,019,A,A
45984,21:18:15,DC,0,019,A,A
45985,21:18:16,DC,0,019,A,A
45986,21:18:17,DC,0,019,A,A
45987,21:18:18,DC,0,019,A,A
45988,21:18:19,DC,0,019,A,A
45989,21:18:20,DC,0,019,A,A
45990,21:18:21,DC,0,019,A,A
45991,21:18:22,DC,0,019,A,A
45992,21:18:23,DC,0,019,A,A
45993,21:18:24,DC,0,019,A,A
45994,21:18:25,DC,0,019,A,A
45995,21:18:26,DC,0,019,A,A
45996,21:18:27,DC,0,019,A,A
45997,21:18:28,DC,0,019,A,A
45998,21:18:29,DC,0,019,A,A
45999,21:18:30,DC,0,019,A,A
46000,21:18:31,DC,0,019,A,A
46001,21:18:32,DC,0,019,A,A
46002,21:18:33,DC,0,019,A,A
46003,21:18:34,DC,0,019,A,A
46004,21:18:35,DC,0,019,A,A
46005,21:18:36,DC,0,02,A,A
46006,21:18:37,DC,0,019,A,A
46007,21:18:38,DC,0,019,A,A
46008,21:18:39,DC,0,019,A,A
46009,21:18:40,DC,0,019,A,A
46010,21:18:41,DC,0,019,A,A
46011,21:18:42,DC,0,019,A,A
46012,21:18:43,DC,0,019,A,A
46013,21:18:44,DC,0,019,A,A
46014,21:18:45,DC,0,019,A,A
46015,21:18:46,DC,0,019,A,A
46016,21:18:47,DC,0,019,A,A
46017,21:18:48,DC,0,019,A,A
46018,21:18:49,DC,0,019,A,A
46019,21:18:50,DC,0,019,A,A
46020,21:18:51,DC,0,018,A,A
46021,21:18:52,DC,0,015,A,A
46022,21:18:53,DC,0,015,A,A
46023,21:18:54,DC,0,014,A,A
46024,21:18:55,DC,0,014,A,A
46025,21:18:56,DC,0,015,A,A
46026,21:18:57,DC,0,015,A,A
46027,21:18:58,DC,0,014,A,A
46028,21:18:59,DC,0,015,A,A
46029,21:19:00,DC,0,015,A,A
46030,21:19:01,DC,0,015,A,A
46031,21:19:02,DC,0,015,A,A
46032,21:19:03,DC,0,015,A,A
46033,21:19:04,DC,0,015,A,A
46034,21:19:05,DC,0,015,A,A
46035,21:19:06,DC,0,015,A,A
46036,21:19:07,DC,0,015,A,A
46037,21:19:08,DC,0,015,A,A
46038,21:19:09,DC,0,015,A,A
46039,21:19:10,DC,0,015,A,A
46040,21:19:11,DC,0,015,A,A
46041,21:19:12,DC,0,015,A,A
46042,21:19:13,DC,0,015,A,A
46043,21:19:14,DC,0,015,A,A
46044,21:19:15,DC,0,015,A,A
46045,21:19:16,DC,0,014,A,A
46046,21:19:17,DC,0,014,A,A
46047,21:19:18,DC,0,015,A,A
46048,21:19:19,DC,0,015,A,A
46049,21:19:20,DC,0,015,A,A
46050,21:19:21,DC,0,015,A,A
46051,21:19:22,DC,0,015,A,A
46052,21:19:23,DC,0,015,A,A
46053,21:19:24,DC,0,015,A,A
46054,21:19:25,DC,0,014,A,A
46055,21:19:26,DC,0,014,A,A
46056,21:19:27,DC,0,014,A,A
46057,21:19:28,DC,0,014,A,A
46058,21:19:29,DC,0,015,A,A
46059,21:19:30,DC,0,015,A,A
46060,21:19:31,DC,0,015,A,A
46061,21:19:32,DC,0,015,A,A
46062,21:19:33,DC,0,015,A,A
46063,21:19:34,DC,0,014,A,A
46064,21:19:35,DC,0,014,A,A
46065,21:19:36,DC,0,015,A,A
46066,21:19:37,DC,0,015,A,A
46067,21:19:38,DC,0,015,A,A
46068,21:19:39,DC,0,015,A,A
46069,21:19:40,DC,0,015,A,A
46070,21:19:41,DC,0,015,A,A
46071,21:19:42,DC,0,015,A,A
46072,21:19:43,DC,0,015,A,A
46073,21:19:44,DC,0,015,A,A
46074,21:19:45,DC,0,015,A,A
46075,21:19:46,DC,0,015,A,A
46076,21:19:47,DC,0,015,A,A
46077,21:19:48,DC,0,015,A,A
46078,21:19:49,DC,0,015,A,A
46079,21:19:50,DC,0,015,A,A
46080,21:19:51,DC,0,017,A,A
46081,21:19:52,DC,0,019,A,A
46082,21:19:53,DC,0,019,A,A
46083,21:19:54,DC,0,019,A,A
46084,21:19:55,DC,0,019,A,A
46085,21:19:56,DC,0,019,A,A
46086,21:19:57,DC,0,019,A,A
46087,21:19:58,DC,0,019,A,A
46088,21:19:59,DC,0,019,A,A
46089,21:20:00,DC,0,019,A,A
46090,21:20:01,DC,0,019,A,A
46091,21:20:02,DC,0,019,A,A
46092,21:20:03,DC,0,019,A,A
46093,21:20:04,DC,0,019,A,A
46094,21:20:05,DC,0,019,A,A
46095,21:20:06,DC,0,019,A,A
46096,21:20:07,DC,0,019,A,A
46097,21:20:08,DC,0,019,A,A
46098,21:20:09,DC,0,019,A,A
46099,21:20:10,DC,0,019,A,A
46100,21:20:11,DC,0,019,A,A
46101,21:20:12,DC,0,019,A,A
46102,21:20:13,DC,0,019,A,A
46103,21:20:14,DC,0,019,A,A
46104,21:20:15,DC,0,019,A,A
46105,21:20:16,DC,0,019,A,A
46106,21:20:17,DC,0,019,A,A
46107,21:20:18,DC,0,019,A,A
46108,21:20:19,DC,0,019,A,A
46109,21:20:20,DC,0,019,A,A
46110,21:20:21,DC,0,019,A,A
46111,21:20:22,DC,0,019,A,A
46112,21:20:23,DC,0,019,A,A
46113,21:20:24,DC,0,019,A,A
46114,21:20:25,DC,0,019,A,A
46115,21:20:26,DC,0,019,A,A
46116,21:20:27,DC,0,019,A,A
46117,21:20:28,DC,0,019,A,A
46118,21:20:29,DC,0,019,A,A
46119,21:20:30,DC,0,019,A,A
46120,21:20:31,DC,0,019,A,A
46121,21:20:32,DC,0,019,A,A
46122,21:20:33,DC,0,019,A,A
46123,21:20:34,DC,0,019,A,A
46124,21:20:35,DC,0,019,A,A
46125,21:20:36,DC,0,019,A,A
46126,21:20:37,DC,0,019,A,A
46127,21:20:38,DC,0,019,A,A
46128,21:20:39,DC,0,019,A,A
46129,21:20:40,DC,0,019,A,A
46130,21:20:41,DC,0,019,A,A
46131,21:20:42,DC,0,019,A,A
46132,21:20:43,DC,0,019,A,A
46133,21:20:44,DC,0,019,A,A
46134,21:20:45,DC,0,019,A,A
46135,21:20:46,DC,0,019,A,A
46136,21:20:47,DC,0,019,A,A
46137,21:20:48,DC,0,019,A,A
46138,21:20:49,DC,0,019,A,A
46139,21:20:50,DC,0,018,A,A
46140,21:20:51,DC,0,016,A,A
46141,21:20:52,DC,0,015,A,A
46142,21:20:53,DC,0,015,A,A
46143,21:20:54,DC,0,015,A,A
46144,21:20:55,DC,0,015,A,A
46145,21:20:56,DC,0,015,A,A
46146,21:20:57,DC,0,015,A,A
46147,21:20:58,DC,0,015,A,A
46148,21:20:59,DC,0,015,A,A
46149,21:21:00,DC,0,015,A,A
46150,21:21:01,DC,0,015,A,A
46151,21:21:02,DC,0,015,A,A
46152,21:21:03,DC,0,015,A,A
46153,21:21:04,DC,0,015,A,A
46154,21:21:05,DC,0,015,A,A
46155,21:21:06,DC,0,015,A,A
46156,21:21:07,DC,0,015,A,A
46157,21:21:08,DC,0,015,A,A
46158,21:21:09,DC,0,015,A,A
46159,21:21:10,DC,0,015,A,A
46160,21:21:11,DC,0,015,A,A
46161,21:21:12,DC,0,015,A,A
46162,21:21:13,DC,0,015,A,A
46163,21:21:14,DC,0,015,A,A
46164,21:21:15,DC,0,015,A,A
46165,21:21:16,DC,0,015,A,A
46166,21:21:17,DC,0,015,A,A
46167,21:21:18,DC,0,014,A,A
46168,21:21:19,DC,0,014,A,A
46169,21:21:20,DC,0,014,A,A
46170,21:21:21,DC,0,014,A,A
46171,21:21:22,DC,0,014,A,A
46172,21:21:23,DC,0,015,A,A
46173,21:21:24,DC,0,015,A,A
46174,21:21:25,DC,0,015,A,A
46175,21:21:26,DC,0,015,A,A
46176,21:21:27,DC,0,015,A,A
46177,21:21:28,DC,0,014,A,A
46178,21:21:29,DC,0,014,A,A
46179,21:21:30,DC,0,014,A,A
46180,21:21:31,DC,0,014,A,A
46181,21:21:32,DC,0,014,A,A
46182,21:21:33,DC,0,015,A,A
46183,21:21:34,DC,0,015,A,A
46184,21:21:35,DC,0,015,A,A
46185,21:21:36,DC,0,015,A,A
46186,21:21:37,DC,0,015,A,A
46187,21:21:38,DC,0,015,A,A
46188,21:21:39,DC,0,015,A,A
46189,21:21:40,DC,0,015,A,A
46190,21:21:41,DC,0,015,A,A
46191,21:21:42,DC,0,015,A,A
46192,21:21:43,DC,0,015,A,A
46193,21:21:44,DC,0,015,A,A
46194,21:21:45,DC,0,015,A,A
46195,21:21:46,DC,0,015,A,A
46196,21:21:47,DC,0,015,A,A
46197,21:21:48,DC,0,015,A,A
46198,21:21:49,DC,0,015,A,A
46199,21:21:50,DC,0,015,A,A
46200,21:21:51,DC,0,017,A,A
46201,21:21:52,DC,0,019,A,A
46202,21:21:53,DC,0,019,A,A
46203,21:21:54,DC,0,019,A,A
46204,21:21:55,DC,0,019,A,A
46205,21:21:56,DC,0,019,A,A
46206,21:21:57,DC,0,019,A,A
46207,21:21:58,DC,0,019,A,A
46208,21:21:59,DC,0,019,A,A
46209,21:22:00,DC,0,019,A,A
46210,21:22:01,DC,0,019,A,A
46211,21:22:02,DC,0,019,A,A
46212,21:22:03,DC,0,019,A,A
46213,21:22:04,DC,0,019,A,A
46214,21:22:05,DC,0,019,A,A
46215,21:22:06,DC,0,019,A,A
46216,21:22:07,DC,0,019,A,A
46217,21:22:08,DC,0,019,A,A
46218,21:22:09,DC,0,019,A,A
46219,21:22:10,DC,0,019,A,A
46220,21:22:11,DC,0,019,A,A
46221,21:22:12,DC,0,019,A,A
46222,21:22:13,DC,0,019,A,A
46223,21:22:14,DC,0,019,A,A
46224,21:22:15,DC,0,019,A,A
46225,21:22:16,DC,0,019,A,A
46226,21:22:17,DC,0,019,A,A
46227,21:22:18,DC,0,019,A,A
46228,21:22:19,DC,0,019,A,A
46229,21:22:20,DC,0,019,A,A
46230,21:22:21,DC,0,019,A,A
46231,21:22:22,DC,0,019,A,A
46232,21:22:23,DC,0,02,A,A
46233,21:22:24,DC,0,019,A,A
46234,21:22:25,DC,0,019,A,A
46235,21:22:26,DC,0,019,A,A
46236,21:22:27,DC,0,019,A,A
46237,21:22:28,DC,0,019,A,A
46238,21:22:29,DC,0,019,A,A
46239,21:22:30,DC,0,019,A,A
46240,21:22:31,DC,0,019,A,A
46241,21:22:32,DC,0,019,A,A
46242,21:22:33,DC,0,019,A,A
46243,21:22:34,DC,0,019,A,A
46244,21:22:35,DC,0,019,A,A
46245,21:22:36,DC,0,019,A,A
46246,21:22:37,DC,0,019,A,A
46247,21:22:38,DC,0,019,A,A
46248,21:22:39,DC,0,019,A,A
